event	flavour_text	group	image	secondary_detail	target	layout	layout_data	sound_event	context_located	override_icon	instant_open	ignore_instant_open_filters
#event_feed_message_events_tables;1;db/event_feed_message_events_tables/derpy_great_guilds												
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_hit	chd/civilisation_down	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_demand	chd/messenger	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_lead	chd/diplomacy	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_rank	chd/civilisation_up	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_hit_emp	emp/civilisation_down	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_demand_emp	emp/messenger	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_lead_emp	emp/diplomacy	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_rank_emp	emp/civilisation_up	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_hit_dwf	dwf/civilisation_down	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_demand_dwf	dwf/messenger	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_lead_dwf	dwf/diplomacy	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_rank_dwf	dwf/civilisation_up	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_hit_brt	brt/civilisation_down	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_demand_brt	brt/messenger	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_lead_brt	brt/diplomacy	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_rank_brt	brt/civilisation_up	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_hit_cth	cth/civilisation_down	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_demand_cth	cth/messenger	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_lead_cth	cth/diplomacy	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_rank_cth	cth/civilisation_up	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_hit_ksl	ksl/civilisation_down	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_demand_ksl	ksl/messenger	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_lead_ksl	ksl/diplomacy	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_rank_ksl	ksl/civilisation_up	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_hit_def	def/civilisation_down	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_demand_def	def/messenger	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_lead_def	def/diplomacy	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_rank_def	def/civilisation_up	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Positive	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_hit_hef	hef/civilisation_down	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_demand_hef	hef/messenger	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
scripted_persistent_event	wh_event_feed_string_all_null	derpy_gg_event_feed_lead_hef	hef/diplomacy	wh_event_feed_string_scripted_event_secondary_detail	event_feed_target_faction	standard	event_feed_none	UI_CAM_POPUP_Message_Event_Neutral	event_feed_none	event_rite_neutral.png	true	false
